编号,标题,,机构,难度,学时,热度,语言,开课日期,副标题,学科
9358,高等数学—微积分(1),,山东大学,简单（初级）,17 周,热度 758,中文,,国家精品,数学与统计
829,大学物理-力学和热学,,山东大学,简单（初级）,12 周,热度 332,中文,,国家精品,物理
7077,数学建模,,厦门大学,普通（中级）,15 周,热度 449,中文,,国家精品,数学与统计
17940,数学分析（一）,,华东师范大学,简单（初级）,15 周,热度 384,中文,,国家精品,数学与统计
891,高等数学（二）,,同济大学,简单（初级）,8 周,热度 597,中文,,国家精品,数学与统计
18269,理论力学,,东北大学,普通（中级）,16 周,热度 193,中文,,国家精品,物理
19650,标准与我们的生活,,湖南大学,简单（初级）,9 周,热度 157,中文,,国家精品,商业管理
19029,海洋与人类文明的生产,,福州大学,简单（初级）,11 周,热度 175,中文,,国家精品,历史
10396,线性代数,,同济大学,简单（初级）,17 周,热度 481,中文,,国家精品,数学与统计
12313,神韵诗研究,,山东大学,简单（初级）,16 周,热度 168,中文,,国家精品,文学
17723,老子的人生智慧,,东北大学,简单（初级）,13 周,热度 188,中文,,国家精品,哲学
16565,从大学生到经理人的36项修炼,,西南交通大学,简单（初级）,20 周,热度 165,中文,,国家精品,商业管理
490,财务报表编制,,福州大学,普通（中级）,9 周,热度 277,中文,,国家精品,金融
13508,二手车鉴定与评估,,许昌职业技术学院,普通（中级）,15 周,热度 166,中文,,国家精品,其他
7715,市场营销学,,福州大学,简单（初级）,16 周,热度 259,中文,,国家精品,商业管理
16570,电子商务,,重庆大学,简单（初级）,13 周,热度 274,中文,,国家精品,互联网
17439,网络与新媒体应用模式,,华中科技大学,简单（初级）,18 周,热度 197,中文,,国家精品,互联网
4704,广告创意学,,湖南大学,简单（初级）,12 周,热度 214,中文,,国家精品,商业管理
13182,调查数据收集和分析,,马里兰大学帕克分校 & 密歇根大学,简单（初级）,6 个月,热度 531,英语,,专项课程,计算机
87,数据系统,,亚利桑那州立大学,普通（中级）,2 个月,热度 417,英语,,专项课程,计算机
17458,UI / UX 设计,,加州艺术学院,简单（初级）,5 个月,热度 776,英语,,专项课程,艺术
15393,数据可视化,,亚利桑那州立大学,普通（中级）,3 个月,热度 450,英语,,专项课程,计算机
18403,面向金融的机器学习与强化学习,,纽约大学坦顿工程学院,普通（中级）,5 个月,热度 509,英语,,专项课程,计算机
17820,使用Tableau进行数据可视化,,加州大学戴维斯分校,简单（初级）,4 个月,热度 424,英语,,专项课程,计算机
11790,利用Python实践数据科学,,密歇根大学,普通（中级）,5 个月,热度 879,"中文, 英语",,专项课程,计算机
4214,信息可视化,,纽约大学坦顿工程学院,简单（初级）,3 个月,热度 337,英语,,专项课程,计算机
1317,商业统计与分析,,莱斯大学,简单（初级）,2 个月,热度 387,英语,,专项课程,商业管理
17576,IBM 高级数据科学,,IBM,难（高级）,2 个月,热度 321,"英语, 法语",,专项课程,计算机
4226,推荐引擎,,明尼苏达大学,普通（中级）,2 个月,热度 314,英语,,专项课程,计算机
16989,基于Google云平台的TensorFlow机器学习,,Google Cloud,普通（中级）,1 个月,热度 368,"英语, 法语, 日语, 西班牙语, 德语, 葡萄牙语",,专项课程,计算机
13385,面向机器学习的数学,,帝国理工学院,简单（初级）,2 个月,热度 419,英语,,专项课程,数学与统计
14173,大学日语,,西安交通大学,简单（初级）,9 周,"热度 3,333","中文, 日语",,,语言
19890,高级机器学习,,高等经济学院,难（高级）,7 个月,"热度 1,923",英语,,,计算机
11257,区块链的商业应用,,Linux 基金会,普通（中级）,14 周,"热度 1,824",英语,,edX专业认证,计算机
14773,区块链基础,,加州大学伯克利分校,普通（中级）,12 周,"热度 1,992",英语,,edX专业认证,计算机
15996,区块链技术,,加州大学伯克利分校,普通（中级）,6 周,热度 989,英语,,,计算机
5730,比特币和加密货币,,加州大学伯克利分校,简单（初级）,6 周,热度 915,英语,,,计算机
2534,面向开发者的 IBM 区块链基础,,IBM,普通（中级）,6 周,热度 726,英语,1月9日,,计算机
9633,智能合约,,纽约州立大学 & 布法罗大学,普通（中级）,4 周,热度 752,英语,,,计算机
12285,IBM 数据科学专业认证,,IBM,简单（初级）,3 个月,"热度 1,023","英语, 德语",,,计算机
16851,区块链,,纽约州立大学 & 布法罗大学,普通（中级）,2 个月,热度 993,英语,,专项课程,计算机
12665,计算机科学硕士,,亚利桑那州立大学,极难（专业级）,36 个月,"热度 2,030",英语,3月15日,在线学位,计算机
605,区块链开发工程师,,网易杭州研究院 & 趣链科技,普通（中级）,2 个月,"热度 1,380",中文,,微专业,互联网
5610,数据分析师（Python）,,城市数据团&网易,简单（初级）,5 个月,"热度 5,919",中文,,微专业,计算机
8972,城市数据分析师,,城市数据团,普通（中级）,6 个月,"热度 1,615",中文,,微专业,计算机
10884,商业数据分析师,,经管之家CDA数据分析研究院,简单（初级）,3 个月,"热度 1,778",中文,1月23日,微专业,计算机
7760,大数据开发工程师,,网易&浙大&云展大数据,普通（中级）,5 周,"热度 1,762",中文,,微专业,计算机
858,初级小程序开发工程师,,网易杭州研究院,简单（初级）,3 个月,"热度 1,836",中文,,微专业,计算机
1680,自由摄影师Plus,,咔图摄影教育中心,普通（中级）,6 个月,"热度 2,078",中文,,微专业,艺术
3831,遗传与分子生物学实验,,厦门大学,普通（中级）,18 周,"热度 3,082",中文,,,生物
1601,针灸学,,厦门大学,普通（中级）,18 周,"热度 3,614",中文,,,医学健康
9186,金融学（二）,,中央财经大学,难（高级）,4 个月,"热度 3,815",中文,,国家精品,金融
19161,投资学,,中央财经大学,普通（中级）,20 周,"热度 3,793",中文,,,金融
16680,学前儿童健康教育,,南京师范大学,普通（中级）,19 周,"热度 1,895",中文,,,教育
10691,光学,,中山大学,简单（初级）,18 周,"热度 1,577",中文,,,物理
2775,会计学原理,,福州大学,简单（初级）,19 周,"热度 2,676",中文,,,金融
19775,全球商业挑战,,伊利诺伊大学香槟分校,简单（初级）,8 个月,"热度 1,894",英语,,专项课程,商业管理
4538,市场调查,,加州大学戴维斯分校,简单（初级）,5 个月,"热度 1,633",英语,,专项课程,商业管理
10452,在中国做生意,,香港中文大学,简单（初级）,5 个月,"热度 2,949",英语,,专项课程,商业管理
4245,创新：从创意到创业,,伊利诺伊大学香槟分校,简单（初级）,7 个月,"热度 1,102",英语,,专项课程,商业管理
4578,定价策略优化,,弗吉尼亚大学,简单（初级）,5 个月,热度 799,英语,,专项课程,商业管理
16238,企业网络安全规划,,乔治亚大学,简单（初级）,4 个月,热度 834,英语,,专项课程,商业管理
5527,供应链管理,,新泽西州立罗格斯大学,简单（初级）,5 个月,"热度 1,072","英语, 德语",,专项课程,商业管理
19046,Google IT 支持专业认证,,Google,简单（初级）,3 个月,"热度 1,270",英语,2月22日,专项课程,计算机
623,利用Google云平台开发应用程序,,Google Cloud,普通（中级）,1 个月,热度 826,英语,,专项课程,计算机
12852,Java的并行、并发和分布式编程,,莱斯大学,普通（中级）,2 个月,"热度 2,130",英语,,专项课程,计算机
1268,面向对象的Java编程,,杜克大学,简单（初级）,5 个月,"热度 1,560","中文, 英语, 韩语, 德语",,专项课程,计算机
3769,软件设计与体系结构,,阿尔伯塔大学,简单（初级）,4 个月,热度 643,英语,,专项课程,计算机
4887,用户界面设计,,明尼苏达大学,普通（中级）,5 个月,热度 763,英语,,专项课程,计算机
3430,虚拟现实,,伦敦大学,简单（初级）,6 个月,"热度 1,185","英语, 俄语",,专项课程,计算机
17643,无人驾驶工程师,,"Udacity, nVIDIA",普通（中级）,3 个月,热度 991,英语,1月4日,纳米学位,计算机
18206,无人驾驶入门,,Udacity,普通（中级）,16 周,"热度 1,720","中文, 英语",1月2日,纳米学位,计算机
8576,机器学习工程师,,稀牛学院,普通（中级）,3 个月,"热度 1,575",中文,,微专业,计算机
14404,人工智能数学基础,,稀牛学院,普通（中级）,3 个月,"热度 2,211",中文,,微专业,计算机
19028,初级前端开发工程师,,网易杭州研究院,简单（初级）,3 个月,"热度 1,340",中文,,微专业,计算机
3629,高级前端开发工程师,,网易杭州研究院,普通（中级）,4 个月,热度 946,中文,,微专业,计算机
2729,面向商业的Excel技能,,麦考瑞大学,简单（初级）,3 个月,"热度 1,490",英语,,专项课程,商业管理
1791,精通R语言软件开发,,约翰霍普金斯大学,简单（初级）,3 个月,"热度 1,124","中文, 英语, 法语, 日语, 德语",,专项课程,计算机
2514,Python脚本入门,,莱斯大学,简单（初级）,2 个月,"热度 3,794",英语,,专项课程,计算机
426,面向数据工程师的大数据,,Yandex,普通（中级）,6 个月,热度 794,英语,,专项课程,计算机
16701,高级商业分析,,科罗拉多大学波德分校,普通（中级）,5 个月,热度 898,"英语, 韩语",,专项课程,商业管理
12567,Google云平台的数据与结构,,Google Cloud,简单（初级）,1 个月,热度 515,英语,,专项课程,计算机
8610,营销分析基础,,艾莫利大学,普通（中级）,7 个月,热度 673,英语,,专项课程,商业管理
2308,IT支持：文档,,微软,简单（初级）,5 周,热度 932,英语,1月1日,,计算机
6215,IT支持：沟通,,微软,简单（初级）,5 周,热度 674,英语,1月1日,,计算机
15262,IT支持：基础,,微软,简单（初级）,4 周,热度 952,英语,1月1日,,计算机
5819,大数据入门,,微软,简单（初级）,3 周,"热度 1,590",英语,1月1日,,计算机
19223,工商管理硕士 (iMBA),,伊利诺伊大学香槟分校,极难（专业级）,36 个月,"热度 2,514",英语,5月17日,在线学位,商业管理
8346,会计硕士,,伊利诺伊大学香槟分校,极难（专业级）,36 个月,"热度 2,075",英语,6月14日,在线学位,金融
17882,创新与创业硕士,,巴黎高等商学院,极难（专业级）,18 个月,"热度 1,403",英语,5月6日,在线学位,商业管理
10151,计算机科学硕士,,伊利诺伊大学香槟分校,极难（专业级）,36 个月,"热度 2,140",英语,2月15日,在线学位,计算机
3466,地产数据分析师,,城市数据团 & 真叫卢俊 & MASA,普通（中级）,6 个月,"热度 2,222",中文,,微专业,经济
1326,深度学习工程师,,deeplearning.ai & 网易,简单（初级）,4 个月,"热度 2,532",中文,,微专业,计算机
4560,Linux高端运维工程师,,老男孩IT教育,简单（初级）,6 个月,"热度 2,044",中文,,微专业,计算机
4308,深度学习,,deeplearning.ai,普通（中级）,3 个月,"热度 3,387","中文, 英语, 日语, 韩语, 葡萄牙语",,专项课程,计算机
1566,医疗卫生促进与创新领导力,,英国华威大学,简单（初级）,6 周,"热度 1,072",英语,,,医学健康
6984,计算机构架,,普林斯顿大学,难（高级）,17 个小时,"热度 6,891",英语,,,计算机
18002,面向科学、技术、工程及数学的英语,,宾夕法尼亚大学,简单（初级）,23 个小时,"热度 5,700",英语,,,语言
17421,用Scala和Spark进行大数据分析,,洛桑联邦理工学院,简单（初级）,15 个小时,"热度 4,008",英语,,,计算机
18954,编程语言，C部分,,华盛顿大学,难（高级）,19 个小时,"热度 4,638",英语,,,计算机
9080,编程语言，B部分,,华盛顿大学,普通（中级）,19 个小时,"热度 2,027",英语,,,计算机
7334,编程语言，A部分,,华盛顿大学,普通（中级）,35 个小时,"热度 3,071",英语,,,计算机
14847,创造建筑,,IE商学院、IE建筑设计学院,简单（初级）,18 个小时,"热度 2,926",英语,,,建筑
8595,新兴技术：从智能手机到物联网和大数据,,韩国延世大学,简单（初级）,4 个月,"热度 2,054",英语,,专项课程,计算机
13504,物联网无线和云计算新兴技术,,韩国延世大学,简单（初级）,13 个小时,热度 950,英语,,,计算机
19932,都市回归城镇：全球化城市世界的城市社会学,,巴黎政治大学,简单（初级）,21 个小时,"热度 1,861","英语, 西班牙语",,,社会
8232,古典社会学理论,,阿姆斯特丹大学,简单（初级）,17 个小时,热度 912,英语,,,社会
9550,定量形式化建模与最坏情况性能分析,,EIT Digital,难（高级）,19 个小时,热度 553,英语,,,计算机
12102,近似算法 1,,巴黎高等师范学院,难（高级）,21 个小时,热度 694,英语,,,计算机
6134,近似算法 2,,巴黎高等师范学院,难（高级）,12 个小时,热度 568,英语,,,计算机
10057,声乐制作的艺术,,伯克利音乐学院,简单（初级）,14 个小时,"热度 1,394",英语,,,艺术
3159,概率图形模型,,斯坦福大学,难（高级）,4 个月,"热度 1,469",英语,,专项课程,计算机
15902,算法,,斯坦福大学,普通（中级）,4 个月,"热度 2,379",英语,,专项课程,计算机
982,JavaScript 入门,,W3C （万维网联盟）,简单（初级）,5 周,"热度 1,671",英语,,,计算机
3484,Windows Server 2016：网络基础,,微软,普通（中级）,5 周,热度 770,英语,,,计算机
6891,CSS 基础,,W3C （万维网联盟）,简单（初级）,5 周,热度 817,英语,,,计算机
4276,生活中的货币时间价值,,暨南大学,简单（初级）,17 周,"热度 1,581",中文,,,经济
1221,手把手教你心理咨询：谈话的艺术,,南京大学,简单（初级）,7 周,"热度 2,768",中文,,,心理
17173,交互式电子白板教学应用,,爱课程,简单（初级）,8 周,"热度 1,055",中文,,,教育
13641,走向深度的合作学习,,爱课程,简单（初级）,8 周,"热度 1,017",中文,,,教育
19507,环境学基础,,南开大学,简单（初级）,11 周,热度 906,中文,,,环境与地球
18643,交互数字媒体技术与设计,,湖南大学,普通（中级）,7 周,热度 994,中文,,,计算机
11443,中药与美容,,中国药科大学,简单（初级）,5 周,"热度 1,096",中文,,,医学健康
